rate_SHMS,yieldRel_COIN_track,uncern_yieldRel_COIN_track
219587.139160072,0.972636893273049,0.003700022041548
219067.67976292,0.969515826411542,0.003746000600825
219523.969290353,0.959395196057998,0.005728361450715
218952.919160938,0.968439439995965,0.003929010319455
220132.221603306,0.977056115663898,0.003797970123965
279827.622837078,0.959823897591164,0.00459219749883
161352.407251844,0.972051638583742,0.003186290800385
162311.319576652,0.973441825531342,0.002987977669058
105963.52432317,0.985723777441574,0.002226090653196
62702.8656323283,1,0.001761380547439
374127.628229231,0.956643076005164,0.005743434965532
280244.174451346,0.962403948256283,0.004617503489902
